Latitude,Longitude,TMean (°C)
50.13,-74.55,1.735
50.13,-74.55,1.497
50.13,-74.55,1.222
50.13,-74.55,1.39
50.13,-74.55,1.229
50.13,-74.55,1.34
50.13,-74.55,1.61
50.13,-74.55,1.654
50.13,-74.55,1.48
50.13,-74.55,1.379
50.13,-74.55,1.763
50.13,-74.55,1.43
50.13,-74.55,1.616
50.13,-74.55,1.574
50.13,-74.55,1.615
50.13,-74.55,1.655
50.13,-74.55,1.584
50.13,-74.55,1.305
50.13,-74.55,1.268
50.13,-74.55,1.345
50.13,-74.55,1.628
50.13,-74.55,1.258
50.13,-74.55,1.326
50.13,-74.55,1.551
50.13,-74.55,1.727
50.13,-74.55,1.604
50.13,-74.55,1.574
50.13,-74.55,1.352
50.13,-74.55,1.644
50.13,-74.55,1.746
50.13,-74.55,1.735
50.13,-74.55,1.497
50.13,-74.55,1.222
50.13,-74.55,1.39
50.13,-74.55,1.229
50.13,-74.55,1.34
50.13,-74.55,1.61
50.13,-74.55,1.654
50.13,-74.55,1.48
50.13,-74.55,1.379
50.13,-74.55,1.763
50.13,-74.55,1.43
50.13,-74.55,1.616
50.13,-74.55,1.574
50.13,-74.55,1.615
50.13,-74.55,1.655
50.13,-74.55,1.584
50.13,-74.55,1.305
50.13,-74.55,1.268
50.13,-74.55,1.345
50.13,-74.55,1.628
50.13,-74.55,1.258
50.13,-74.55,1.326
50.13,-74.55,1.551
50.13,-74.55,1.727
50.13,-74.55,1.604
50.13,-74.55,1.574
50.13,-74.55,1.352
50.13,-74.52,1.658
50.13,-74.52,1.76
50.13,-74.52,1.749
50.13,-74.52,1.511
50.13,-74.52,1.236
50.13,-74.52,1.404
50.13,-74.52,1.243
50.13,-74.52,1.354
50.13,-74.52,1.624
50.13,-74.52,1.668
50.13,-74.52,1.493
50.13,-74.52,1.393
50.13,-74.52,1.777
50.13,-74.52,1.444
50.13,-74.52,1.63
50.13,-74.52,1.588
50.13,-74.52,1.628
50.13,-74.52,1.669
50.13,-74.52,1.598
50.13,-74.52,1.319
50.13,-74.52,1.282
50.13,-74.52,1.359
50.13,-74.52,1.642
50.13,-74.52,1.272
50.13,-74.52,1.34
50.13,-74.52,1.565
50.13,-74.52,1.74
50.13,-74.52,1.617
50.13,-74.52,1.588
50.13,-74.52,1.366
50.13,-74.52,1.658
50.13,-74.52,1.76
50.13,-74.52,1.749
50.13,-74.52,1.511
50.13,-74.52,1.236
50.13,-74.52,1.404
50.13,-74.52,1.243
50.13,-74.52,1.354
50.13,-74.52,1.624
50.13,-74.52,1.668
50.13,-74.52,1.493
50.13,-74.52,1.393
50.13,-74.52,1.777
50.13,-74.52,1.444
50.13,-74.52,1.63
50.13,-74.52,1.588
50.13,-74.52,1.628
50.13,-74.52,1.669
50.13,-74.52,1.598
50.13,-74.52,1.319
50.13,-74.52,1.282
50.13,-74.52,1.359
50.13,-74.52,1.642
50.13,-74.52,1.272
50.13,-74.52,1.34
50.13,-74.52,1.565
50.13,-74.52,1.74
50.13,-74.52,1.617
50.13,-74.52,1.588
50.13,-74.52,1.366
50.13,-74.52,1.625
50.13,-74.52,1.727
50.13,-74.52,1.716
50.13,-74.52,1.478
50.13,-74.52,1.203
50.13,-74.52,1.371
50.13,-74.52,1.21
50.13,-74.52,1.321
50.13,-74.52,1.591
50.13,-74.52,1.635
50.13,-74.52,1.46
50.13,-74.52,1.36
50.13,-74.52,1.744
50.13,-74.52,1.411
50.13,-74.52,1.597
50.13,-74.52,1.555
50.13,-74.52,1.595
50.13,-74.52,1.636
50.13,-74.52,1.565
50.13,-74.52,1.286
50.13,-74.52,1.249
50.13,-74.52,1.326
50.13,-74.52,1.609
50.13,-74.52,1.239
50.13,-74.52,1.307
50.13,-74.52,1.532
50.13,-74.52,1.707
50.13,-74.52,1.584
50.13,-74.52,1.555
50.13,-74.52,1.333
50.14,-74.51,1.729
50.14,-74.51,1.831
50.14,-74.51,1.819
50.14,-74.51,1.582
50.14,-74.51,1.307
50.14,-74.51,1.475
50.14,-74.51,1.314
50.14,-74.51,1.425
50.14,-74.51,1.695
50.14,-74.51,1.738
50.14,-74.51,1.564
50.14,-74.51,1.464
50.14,-74.51,1.848
50.14,-74.51,1.515
50.14,-74.51,1.7
50.14,-74.51,1.659
50.14,-74.51,1.699
50.14,-74.51,1.74
50.14,-74.51,1.668
50.14,-74.51,1.39
50.14,-74.51,1.353
50.14,-74.51,1.43
50.14,-74.51,1.713
50.14,-74.51,1.343
50.14,-74.51,1.411
50.14,-74.51,1.636
50.14,-74.51,1.811
50.14,-74.51,1.688
50.14,-74.51,1.658
50.14,-74.51,1.437
50.01,-75.55,2.014
50.01,-75.55,2.12
50.01,-75.55,2.105
50.01,-75.55,1.88
50.01,-75.55,1.609
50.01,-75.55,1.764
50.01,-75.55,1.602
50.01,-75.55,1.72
50.01,-75.55,1.992
50.01,-75.55,2.026
50.01,-75.55,1.857
50.01,-75.55,1.755
50.01,-75.55,2.143
50.01,-75.55,1.813
50.01,-75.55,1.993
50.01,-75.55,1.976
50.01,-75.55,1.988
50.01,-75.55,2.03
50.01,-75.55,1.959
50.01,-75.55,1.685
50.01,-75.55,1.656
50.01,-75.55,1.719
50.01,-75.55,2.005
50.01,-75.55,1.634
50.01,-75.55,1.701
50.01,-75.55,1.934
50.01,-75.55,2.093
50.01,-75.55,1.977
50.01,-75.55,1.957
50.01,-75.55,1.75
50.01,-75.54,1.985
50.01,-75.54,2.091
50.01,-75.54,2.076
50.01,-75.54,1.85
50.01,-75.54,1.579
50.01,-75.54,1.734
50.01,-75.54,1.572
50.01,-75.54,1.69
50.01,-75.54,1.962
50.01,-75.54,1.996
50.01,-75.54,1.827
50.01,-75.54,1.726
50.01,-75.54,2.113
50.01,-75.54,1.783
50.01,-75.54,1.964
50.01,-75.54,1.946
50.01,-75.54,1.959
50.01,-75.54,2
50.01,-75.54,1.93
50.01,-75.54,1.655
50.01,-75.54,1.626
50.01,-75.54,1.69
50.01,-75.54,1.975
50.01,-75.54,1.604
50.01,-75.54,1.671
50.01,-75.54,1.905
50.01,-75.54,2.063
50.01,-75.54,1.947
50.01,-75.54,1.927
50.01,-75.54,1.72
50.01,-75.51,1.958
50.01,-75.51,2.065
50.01,-75.51,2.049
50.01,-75.51,1.824
50.01,-75.51,1.553
50.01,-75.51,1.708
50.01,-75.51,1.546
50.01,-75.51,1.664
50.01,-75.51,1.936
50.01,-75.51,1.97
50.01,-75.51,1.801
50.01,-75.51,1.7
50.01,-75.51,2.087
50.01,-75.51,1.757
50.01,-75.51,1.938
50.01,-75.51,1.92
50.01,-75.51,1.933
50.01,-75.51,1.974
50.01,-75.51,1.904
50.01,-75.51,1.629
50.01,-75.51,1.6
50.01,-75.51,1.664
50.01,-75.51,1.949
50.01,-75.51,1.579
50.01,-75.51,1.645
50.01,-75.51,1.879
50.01,-75.51,2.037
50.01,-75.51,1.921
50.01,-75.51,1.901
50.01,-75.51,1.694
50.01,-75.5,1.976
50.01,-75.5,2.082
50.01,-75.5,2.067
50.01,-75.5,1.842
50.01,-75.5,1.571
50.01,-75.5,1.726
50.01,-75.5,1.564
50.01,-75.5,1.682
50.01,-75.5,1.954
50.01,-75.5,1.988
50.01,-75.5,1.819
50.01,-75.5,1.717
50.01,-75.5,2.105
50.01,-75.5,1.775
50.01,-75.5,1.955
50.01,-75.5,1.938
50.01,-75.5,1.95
50.01,-75.5,1.992
50.01,-75.5,1.921
50.01,-75.5,1.647
50.01,-75.5,1.618
50.01,-75.5,1.681
50.01,-75.5,1.967
50.01,-75.5,1.596
50.01,-75.5,1.663
50.01,-75.5,1.896
50.01,-75.5,2.055
50.01,-75.5,1.939
50.01,-75.5,1.919
50.01,-75.5,1.712
50.07,-75.39,1.923
50.07,-75.39,2.03
50.07,-75.39,2.014
50.07,-75.39,1.789
50.07,-75.39,1.518
50.07,-75.39,1.673
50.07,-75.39,1.512
50.07,-75.39,1.63
50.07,-75.39,1.902
50.07,-75.39,1.935
50.07,-75.39,1.766
50.07,-75.39,1.664
50.07,-75.39,2.052
50.07,-75.39,1.722
50.07,-75.39,1.902
50.07,-75.39,1.885
50.07,-75.39,1.898
50.07,-75.39,1.939
50.07,-75.39,1.869
50.07,-75.39,1.594
50.07,-75.39,1.565
50.07,-75.39,1.629
50.07,-75.39,1.914
50.07,-75.39,1.544
50.07,-75.39,1.61
50.07,-75.39,1.843
50.07,-75.39,2.002
50.07,-75.39,1.886
50.07,-75.39,1.866
50.07,-75.39,1.659
50.08,-75.39,1.947
50.08,-75.39,2.053
50.08,-75.39,2.038
50.08,-75.39,1.813
50.08,-75.39,1.542
50.08,-75.39,1.697
50.08,-75.39,1.535
50.08,-75.39,1.654
50.08,-75.39,1.926
50.08,-75.39,1.959
50.08,-75.39,1.79
50.08,-75.39,1.688
50.08,-75.39,2.076
50.08,-75.39,1.746
50.08,-75.39,1.926
50.08,-75.39,1.909
50.08,-75.39,1.921
50.08,-75.39,1.963
50.08,-75.39,1.892
50.08,-75.39,1.618
50.08,-75.39,1.589
50.08,-75.39,1.652
50.08,-75.39,1.938
50.08,-75.39,1.568
50.08,-75.39,1.634
50.08,-75.39,1.867
50.08,-75.39,2.026
50.08,-75.39,1.91
50.08,-75.39,1.89
50.08,-75.39,1.683
50.08,-75.39,1.963
50.08,-75.39,2.07
50.08,-75.39,2.054
50.08,-75.39,1.83
50.08,-75.39,1.558
50.08,-75.39,1.713
50.08,-75.39,1.552
50.08,-75.39,1.67
50.08,-75.39,1.942
50.08,-75.39,1.975
50.08,-75.39,1.807
50.08,-75.39,1.705
50.08,-75.39,2.092
50.08,-75.39,1.762
50.08,-75.39,1.942
50.08,-75.39,1.925
50.08,-75.39,1.938
50.08,-75.39,1.979
50.08,-75.39,1.909
50.08,-75.39,1.634
50.08,-75.39,1.606
50.08,-75.39,1.669
50.08,-75.39,1.954
50.08,-75.39,1.584
50.08,-75.39,1.65
50.08,-75.39,1.883
50.08,-75.39,2.042
50.08,-75.39,1.926
50.08,-75.39,1.906
50.08,-75.39,1.699
50.05,-75.29,1.967
50.05,-75.29,2.073
50.05,-75.29,2.057
50.05,-75.29,1.833
50.05,-75.29,1.562
50.05,-75.29,1.717
50.05,-75.29,1.557
50.05,-75.29,1.674
50.05,-75.29,1.946
50.05,-75.29,1.978
50.05,-75.29,1.811
50.05,-75.29,1.708
50.05,-75.29,2.096
50.05,-75.29,1.766
50.05,-75.29,1.946
50.05,-75.29,1.929
50.05,-75.29,1.941
50.05,-75.29,1.982
50.05,-75.29,1.913
50.05,-75.29,1.638
50.05,-75.29,1.61
50.05,-75.29,1.672
50.05,-75.29,1.958
50.05,-75.29,1.589
50.05,-75.29,1.653
50.05,-75.29,1.886
50.05,-75.29,2.045
50.05,-75.29,1.93
50.05,-75.29,1.909
50.05,-75.29,1.703
50.1,-75.08,1.895
50.1,-75.08,2.003
50.1,-75.08,1.986
50.1,-75.08,1.763
50.1,-75.08,1.492
50.1,-75.08,1.647
50.1,-75.08,1.487
50.1,-75.08,1.604
50.1,-75.08,1.876
50.1,-75.08,1.908
50.1,-75.08,1.74
50.1,-75.08,1.637
50.1,-75.08,2.025
50.1,-75.08,1.696
50.1,-75.08,1.875
50.1,-75.08,1.859
50.1,-75.08,1.871
50.1,-75.08,1.911
50.1,-75.08,1.842
50.1,-75.08,1.568
50.1,-75.08,1.54
50.1,-75.08,1.602
50.1,-75.08,1.887
50.1,-75.08,1.519
50.1,-75.08,1.583
50.1,-75.08,1.815
50.1,-75.08,1.975
50.1,-75.08,1.859
50.1,-75.08,1.839
50.1,-75.08,1.632
50.1,-75.08,1.895
50.1,-75.08,2.003
50.1,-75.08,1.986
50.1,-75.08,1.763
50.1,-75.08,1.492
50.1,-75.08,1.647
50.1,-75.08,1.487
50.1,-75.08,1.604
50.1,-75.08,1.876
50.1,-75.08,1.908
50.1,-75.08,1.74
50.1,-75.08,1.637
50.1,-75.08,2.025
50.1,-75.08,1.696
50.1,-75.08,1.875
50.1,-75.08,1.859
50.1,-75.08,1.871
50.1,-75.08,1.911
50.1,-75.08,1.842
50.1,-75.08,1.568
50.1,-75.08,1.54
50.1,-75.08,1.602
50.1,-75.08,1.887
50.1,-75.08,1.519
50.1,-75.08,1.583
50.1,-75.08,1.815
50.1,-75.08,1.975
50.1,-75.08,1.859
50.1,-75.08,1.839
50.1,-75.08,1.632
50.06,-75.19,1.956
50.06,-75.19,2.063
50.06,-75.19,2.047
50.06,-75.19,1.823
50.06,-75.19,1.552
50.06,-75.19,1.707
50.06,-75.19,1.547
50.06,-75.19,1.664
50.06,-75.19,1.936
50.06,-75.19,1.969
50.06,-75.19,1.801
50.06,-75.19,1.698
50.06,-75.19,2.086
50.06,-75.19,1.756
50.06,-75.19,1.936
50.06,-75.19,1.919
50.06,-75.19,1.931
50.06,-75.19,1.972
50.06,-75.19,1.903
50.06,-75.19,1.628
50.06,-75.19,1.6
50.06,-75.19,1.662
50.06,-75.19,1.948
50.06,-75.19,1.579
50.06,-75.19,1.643
50.06,-75.19,1.876
50.06,-75.19,2.036
50.06,-75.19,1.92
50.06,-75.19,1.899
50.06,-75.19,1.693
50.06,-75.19,1.931
50.06,-75.19,2.037
50.06,-75.19,2.021
50.06,-75.19,1.797
50.06,-75.19,1.526
50.06,-75.19,1.682
50.06,-75.19,1.521
50.06,-75.19,1.639
50.06,-75.19,1.91
50.06,-75.19,1.943
50.06,-75.19,1.775
50.06,-75.19,1.672
50.06,-75.19,2.06
50.06,-75.19,1.73
50.06,-75.19,1.91
50.06,-75.19,1.893
50.06,-75.19,1.906
50.06,-75.19,1.946
50.06,-75.19,1.877
50.06,-75.19,1.602
50.06,-75.19,1.574
50.06,-75.19,1.637
50.06,-75.19,1.922
50.06,-75.19,1.553
50.06,-75.19,1.618
50.06,-75.19,1.85
50.06,-75.19,2.01
50.06,-75.19,1.894
50.06,-75.19,1.873
50.06,-75.19,1.667
50.06,-75.18,1.919
50.06,-75.18,2.026
50.06,-75.18,2.009
50.06,-75.18,1.786
50.06,-75.18,1.515
50.06,-75.18,1.67
50.06,-75.18,1.51
50.06,-75.18,1.627
50.06,-75.18,1.899
50.06,-75.18,1.931
50.06,-75.18,1.763
50.06,-75.18,1.66
50.06,-75.18,2.048
50.06,-75.18,1.719
50.06,-75.18,1.898
50.06,-75.18,1.882
50.06,-75.18,1.894
50.06,-75.18,1.934
50.06,-75.18,1.865
50.06,-75.18,1.59
50.06,-75.18,1.562
50.06,-75.18,1.625
50.06,-75.18,1.911
50.06,-75.18,1.542
50.06,-75.18,1.606
50.06,-75.18,1.838
50.06,-75.18,1.998
50.06,-75.18,1.882
50.06,-75.18,1.862
50.06,-75.18,1.655
50.07,-75.1,1.961
50.07,-75.1,2.068
50.07,-75.1,2.051
50.07,-75.1,1.828
50.07,-75.1,1.557
50.07,-75.1,1.712
50.07,-75.1,1.552
50.07,-75.1,1.669
50.07,-75.1,1.941
50.07,-75.1,1.973
50.07,-75.1,1.805
50.07,-75.1,1.703
50.07,-75.1,2.09
50.07,-75.1,1.761
50.07,-75.1,1.94
50.07,-75.1,1.924
50.07,-75.1,1.936
50.07,-75.1,1.977
50.07,-75.1,1.907
50.07,-75.1,1.633
50.07,-75.1,1.605
50.07,-75.1,1.667
50.07,-75.1,1.952
50.07,-75.1,1.584
50.07,-75.1,1.648
50.07,-75.1,1.88
50.07,-75.1,2.04
50.07,-75.1,1.924
50.07,-75.1,1.904
50.07,-75.1,1.697
50.06,-75.1,1.971
50.06,-75.1,2.078
50.06,-75.1,2.062
50.06,-75.1,1.839
50.06,-75.1,1.568
50.06,-75.1,1.723
50.06,-75.1,1.563
50.06,-75.1,1.68
50.06,-75.1,1.952
50.06,-75.1,1.984
50.06,-75.1,1.816
50.06,-75.1,1.713
50.06,-75.1,2.101
50.06,-75.1,1.772
50.06,-75.1,1.951
50.06,-75.1,1.935
50.06,-75.1,1.947
50.06,-75.1,1.987
50.06,-75.1,1.918
50.06,-75.1,1.643
50.06,-75.1,1.615
50.06,-75.1,1.678
50.06,-75.1,1.963
50.06,-75.1,1.595
50.06,-75.1,1.659
50.06,-75.1,1.891
50.06,-75.1,2.051
50.06,-75.1,1.935
50.06,-75.1,1.914
50.06,-75.1,1.708
50.05,-75.21,1.963
50.05,-75.21,2.07
50.05,-75.21,2.054
50.05,-75.21,1.83
50.05,-75.21,1.559
50.05,-75.21,1.714
50.05,-75.21,1.554
50.05,-75.21,1.671
50.05,-75.21,1.943
50.05,-75.21,1.976
50.05,-75.21,1.808
50.05,-75.21,1.705
50.05,-75.21,2.093
50.05,-75.21,1.763
50.05,-75.21,1.943
50.05,-75.21,1.926
50.05,-75.21,1.938
50.05,-75.21,1.979
50.05,-75.21,1.91
50.05,-75.21,1.635
50.05,-75.21,1.607
50.05,-75.21,1.669
50.05,-75.21,1.955
50.05,-75.21,1.586
50.05,-75.21,1.65
50.05,-75.21,1.883
50.05,-75.21,2.043
50.05,-75.21,1.927
50.05,-75.21,1.906
50.05,-75.21,1.7
50.05,-75.21,1.963
50.05,-75.21,2.07
50.05,-75.21,2.054
50.05,-75.21,1.83
50.05,-75.21,1.559
50.05,-75.21,1.714
50.05,-75.21,1.554
50.05,-75.21,1.671
50.05,-75.21,1.943
50.05,-75.21,1.976
50.05,-75.21,1.808
50.05,-75.21,1.705
50.05,-75.21,2.093
50.05,-75.21,1.763
50.05,-75.21,1.943
50.05,-75.21,1.926
50.05,-75.21,1.938
50.05,-75.21,1.979
50.05,-75.21,1.91
50.05,-75.21,1.635
50.05,-75.21,1.607
50.05,-75.21,1.669
50.05,-75.21,1.955
50.05,-75.21,1.586
50.05,-75.21,1.65
50.05,-75.21,1.883
50.05,-75.21,2.043
50.05,-75.21,1.927
50.05,-75.21,1.906
50.05,-75.21,1.7
50.08,-74.88,1.922
50.08,-74.88,2.029
50.08,-74.88,2.013
50.08,-74.88,1.789
50.08,-74.88,1.519
50.08,-74.88,1.674
50.08,-74.88,1.513
50.08,-74.88,1.631
50.08,-74.88,1.903
50.08,-74.88,1.935
50.08,-74.88,1.766
50.08,-74.88,1.664
50.08,-74.88,2.052
50.08,-74.88,1.723
50.08,-74.88,1.902
50.08,-74.88,1.886
50.08,-74.88,1.898
50.08,-74.88,1.938
50.08,-74.88,1.868
50.08,-74.88,1.594
50.08,-74.88,1.566
50.08,-74.88,1.629
50.08,-74.88,1.914
50.08,-74.88,1.545
50.08,-74.88,1.61
50.08,-74.88,1.842
50.08,-74.88,2.002
50.08,-74.88,1.885
50.08,-74.88,1.865
50.08,-74.88,1.659
50.08,-74.88,1.952
50.08,-74.88,2.059
50.08,-74.88,2.043
50.08,-74.88,1.819
50.08,-74.88,1.549
50.08,-74.88,1.704
50.08,-74.88,1.543
50.08,-74.88,1.661
50.08,-74.88,1.933
50.08,-74.88,1.965
50.08,-74.88,1.796
50.08,-74.88,1.694
50.08,-74.88,2.082
50.08,-74.88,1.753
50.08,-74.88,1.932
50.08,-74.88,1.916
50.08,-74.88,1.928
50.08,-74.88,1.968
50.08,-74.88,1.898
50.08,-74.88,1.624
50.08,-74.88,1.597
50.08,-74.88,1.659
50.08,-74.88,1.944
50.08,-74.88,1.575
50.08,-74.88,1.64
50.08,-74.88,1.872
50.08,-74.88,2.032
50.08,-74.88,1.915
50.08,-74.88,1.895
50.08,-74.88,1.689
50.08,-74.88,1.952
50.08,-74.88,2.059
50.08,-74.88,2.043
50.08,-74.88,1.819
50.08,-74.88,1.549
50.08,-74.88,1.704
50.08,-74.88,1.543
50.08,-74.88,1.661
50.08,-74.88,1.933
50.08,-74.88,1.965
50.08,-74.88,1.796
50.08,-74.88,1.694
50.08,-74.88,2.082
50.08,-74.88,1.753
50.08,-74.88,1.932
50.08,-74.88,1.916
50.08,-74.88,1.928
50.08,-74.88,1.968
50.08,-74.88,1.898
50.08,-74.88,1.624
50.08,-74.88,1.597
50.08,-74.88,1.659
50.08,-74.88,1.944
50.08,-74.88,1.575
50.08,-74.88,1.64
50.08,-74.88,1.872
50.08,-74.88,2.032
50.08,-74.88,1.915
50.08,-74.88,1.895
50.08,-74.88,1.689
50.05,-74.86,1.926
50.05,-74.86,2.033
50.05,-74.86,2.017
50.05,-74.86,1.793
50.05,-74.86,1.523
50.05,-74.86,1.678
50.05,-74.86,1.517
50.05,-74.86,1.635
50.05,-74.86,1.907
50.05,-74.86,1.939
50.05,-74.86,1.771
50.05,-74.86,1.668
50.05,-74.86,2.056
50.05,-74.86,1.727
50.05,-74.86,1.906
50.05,-74.86,1.89
50.05,-74.86,1.902
50.05,-74.86,1.942
50.05,-74.86,1.872
50.05,-74.86,1.598
50.05,-74.86,1.57
50.05,-74.86,1.633
50.05,-74.86,1.918
50.05,-74.86,1.549
50.05,-74.86,1.613
50.05,-74.86,1.845
50.05,-74.86,2.006
50.05,-74.86,1.889
50.05,-74.86,1.869
50.05,-74.86,1.662
50.05,-74.85,1.925
50.05,-74.85,2.033
50.05,-74.85,2.016
50.05,-74.85,1.793
50.05,-74.85,1.522
50.05,-74.85,1.677
50.05,-74.85,1.517
50.05,-74.85,1.635
50.05,-74.85,1.906
50.05,-74.85,1.938
50.05,-74.85,1.77
50.05,-74.85,1.667
50.05,-74.85,2.056
50.05,-74.85,1.726
50.05,-74.85,1.905
50.05,-74.85,1.889
50.05,-74.85,1.901
50.05,-74.85,1.941
50.05,-74.85,1.872
50.05,-74.85,1.597
50.05,-74.85,1.57
50.05,-74.85,1.632
50.05,-74.85,1.918
50.05,-74.85,1.549
50.05,-74.85,1.613
50.05,-74.85,1.845
50.05,-74.85,2.005
50.05,-74.85,1.889
50.05,-74.85,1.868
50.05,-74.85,1.662
50.06,-74.85,1.914
50.06,-74.85,2.021
50.06,-74.85,2.005
50.06,-74.85,1.781
50.06,-74.85,1.511
50.06,-74.85,1.665
50.06,-74.85,1.505
50.06,-74.85,1.623
50.06,-74.85,1.895
50.06,-74.85,1.927
50.06,-74.85,1.758
50.06,-74.85,1.656
50.06,-74.85,2.044
50.06,-74.85,1.714
50.06,-74.85,1.893
50.06,-74.85,1.878
50.06,-74.85,1.89
50.06,-74.85,1.93
50.06,-74.85,1.86
50.06,-74.85,1.586
50.06,-74.85,1.558
50.06,-74.85,1.621
50.06,-74.85,1.906
50.06,-74.85,1.537
50.06,-74.85,1.601
50.06,-74.85,1.833
50.06,-74.85,1.994
50.06,-74.85,1.877
50.06,-74.85,1.857
50.06,-74.85,1.65
50.09,-74.61,1.82
50.09,-74.61,1.921
50.09,-74.61,1.911
50.09,-74.61,1.673
50.09,-74.61,1.396
50.09,-74.61,1.566
50.09,-74.61,1.404
50.09,-74.61,1.515
50.09,-74.61,1.786
50.09,-74.61,1.831
50.09,-74.61,1.656
50.09,-74.61,1.554
50.09,-74.61,1.94
50.09,-74.61,1.605
50.09,-74.61,1.792
50.09,-74.61,1.75
50.09,-74.61,1.791
50.09,-74.61,1.83
50.09,-74.61,1.761
50.09,-74.61,1.479
50.09,-74.61,1.442
50.09,-74.61,1.52
50.09,-74.61,1.805
50.09,-74.61,1.433
50.09,-74.61,1.501
50.09,-74.61,1.727
50.09,-74.61,1.903
50.09,-74.61,1.78
50.09,-74.61,1.749
50.09,-74.61,1.527
50.1,-74.61,1.781
50.1,-74.61,1.882
50.1,-74.61,1.871
50.1,-74.61,1.633
50.1,-74.61,1.356
50.1,-74.61,1.526
50.1,-74.61,1.365
50.1,-74.61,1.475
50.1,-74.61,1.746
50.1,-74.61,1.791
50.1,-74.61,1.617
50.1,-74.61,1.515
50.1,-74.61,1.9
50.1,-74.61,1.565
50.1,-74.61,1.752
50.1,-74.61,1.71
50.1,-74.61,1.751
50.1,-74.61,1.791
50.1,-74.61,1.721
50.1,-74.61,1.44
50.1,-74.61,1.402
50.1,-74.61,1.48
50.1,-74.61,1.765
50.1,-74.61,1.394
50.1,-74.61,1.461
50.1,-74.61,1.687
50.1,-74.61,1.863
50.1,-74.61,1.74
50.1,-74.61,1.71
50.1,-74.61,1.487
50.09,-74.61,1.731
50.09,-74.61,1.832
50.09,-74.61,1.822
50.09,-74.61,1.583
50.09,-74.61,1.306
50.09,-74.61,1.477
50.09,-74.61,1.315
50.09,-74.61,1.425
50.09,-74.61,1.696
50.09,-74.61,1.741
50.09,-74.61,1.567
50.09,-74.61,1.465
50.09,-74.61,1.85
50.09,-74.61,1.516
50.09,-74.61,1.702
50.09,-74.61,1.661
50.09,-74.61,1.702
50.09,-74.61,1.741
50.09,-74.61,1.671
50.09,-74.61,1.39
50.09,-74.61,1.353
50.09,-74.61,1.431
50.09,-74.61,1.716
50.09,-74.61,1.344
50.09,-74.61,1.411
50.09,-74.61,1.637
50.09,-74.61,1.814
50.09,-74.61,1.691
50.09,-74.61,1.66
50.09,-74.61,1.438
50.1,-74.61,1.721
50.1,-74.61,1.822
50.1,-74.61,1.812
50.1,-74.61,1.573
50.1,-74.61,1.297
50.1,-74.61,1.467
50.1,-74.61,1.305
50.1,-74.61,1.415
50.1,-74.61,1.686
50.1,-74.61,1.731
50.1,-74.61,1.557
50.1,-74.61,1.455
50.1,-74.61,1.84
50.1,-74.61,1.506
50.1,-74.61,1.692
50.1,-74.61,1.651
50.1,-74.61,1.692
50.1,-74.61,1.731
50.1,-74.61,1.661
50.1,-74.61,1.38
50.1,-74.61,1.343
50.1,-74.61,1.421
50.1,-74.61,1.706
50.1,-74.61,1.334
50.1,-74.61,1.402
50.1,-74.61,1.627
50.1,-74.61,1.804
50.1,-74.61,1.681
50.1,-74.61,1.65
50.1,-74.61,1.428
50.1,-74.61,1.796
50.1,-74.61,1.897
50.1,-74.61,1.886
50.1,-74.61,1.648
50.1,-74.61,1.371
50.1,-74.61,1.541
50.1,-74.61,1.38
50.1,-74.61,1.49
50.1,-74.61,1.761
50.1,-74.61,1.806
50.1,-74.61,1.631
50.1,-74.61,1.529
50.1,-74.61,1.915
50.1,-74.61,1.58
50.1,-74.61,1.767
50.1,-74.61,1.725
50.1,-74.61,1.766
50.1,-74.61,1.806
50.1,-74.61,1.736
50.1,-74.61,1.455
50.1,-74.61,1.417
50.1,-74.61,1.495
50.1,-74.61,1.78
50.1,-74.61,1.409
50.1,-74.61,1.476
50.1,-74.61,1.702
50.1,-74.61,1.878
50.1,-74.61,1.755
50.1,-74.61,1.724
50.1,-74.61,1.502
50.11,-74.58,1.749
50.11,-74.58,1.851
50.11,-74.58,1.84
50.11,-74.58,1.602
50.11,-74.58,1.326
50.11,-74.58,1.495
50.11,-74.58,1.334
50.11,-74.58,1.445
50.11,-74.58,1.715
50.11,-74.58,1.76
50.11,-74.58,1.585
50.11,-74.58,1.484
50.11,-74.58,1.869
50.11,-74.58,1.535
50.11,-74.58,1.721
50.11,-74.58,1.679
50.11,-74.58,1.72
50.11,-74.58,1.76
50.11,-74.58,1.69
50.11,-74.58,1.409
50.11,-74.58,1.372
50.11,-74.58,1.45
50.11,-74.58,1.734
50.11,-74.58,1.363
50.11,-74.58,1.431
50.11,-74.58,1.656
50.11,-74.58,1.832
50.11,-74.58,1.709
50.11,-74.58,1.679
50.11,-74.58,1.457
50.1,-74.58,1.803
50.1,-74.58,1.905
50.1,-74.58,1.894
50.1,-74.58,1.656
50.1,-74.58,1.38
50.1,-74.58,1.549
50.1,-74.58,1.388
50.1,-74.58,1.498
50.1,-74.58,1.769
50.1,-74.58,1.813
50.1,-74.58,1.639
50.1,-74.58,1.538
50.1,-74.58,1.922
50.1,-74.58,1.588
50.1,-74.58,1.775
50.1,-74.58,1.733
50.1,-74.58,1.774
50.1,-74.58,1.813
50.1,-74.58,1.743
50.1,-74.58,1.463
50.1,-74.58,1.426
50.1,-74.58,1.503
50.1,-74.58,1.788
50.1,-74.58,1.417
50.1,-74.58,1.484
50.1,-74.58,1.71
50.1,-74.58,1.886
